Hoover's director reports directly to Stanford's president.,Hoover is the president of Stanford University.,NO
The human species may be more than 100,000 years old but the bulk of its numerical growth has come in just the last few decades: 2.6 billion of today's 5.6 billion people have been born since 1960.,The world population is 5.6 billion.,YES
VCU School of the Arts In Qatar is located in Doha the capital city of Qatar.,Qatar is located in Doha.,NO
In 1954 in a gesture of friendship to mark the 300th anniversary of Ukrainian union with Russia Soviet Premier Nikita Khrushchev gave Crimea to Ukraine.,Crimea became part of Ukraine in 1954.,YES
On this particular trip Airbus in cooperation with its partners organized a trip for 80 children between the ages of 9 and 16 years from nearby National Children's Homes to visit EuroDisney for a day.,EuroDisney is located nearby National Children's Homes.,UNKNOWN
We've never had a core (business) thing founder Richard Branson told Reuters at the launch this month of Virgin Vodka which with Virgin cola and Virgin computers are his latest bright ideas.,Richard Branson's cola is called Virgin Cola.,YES
Although Eurodisney is a great family day out visit also the chateaux in the area and the various parks and pretty small villages.,EuroDisney is located in the various parks.,NO
Brown brushed off a threat made Monday by his counterpart Foreign Trade Minister Wu Yi that if China's effort to join the General Agreement on Tariffs and Trade (GATT) by the year's end is unsuccessful Beijing will no longer be bound by previous trade and economic commitments.,Wu Yi is the Foreign Trade Minister of China.,YES
In fact Woolsey had had no first-hand experience with the world of spies until President Bill Clinton appointed him Director of Central Intelligence.,James Woolsey is the director of the CIA.,YES
Witnesses of genocide attacks on minority Tutsis in Rwanda are being singled out for execution by extremist Hutus in refugee camps in southwest Rwanda a U.N. spokesman said in Kigali the capital.,The Hutu and Tutsi groups fought in Rwanda.,YES
Prince Charles was previously married to Princess Diana who died in a car crash in Paris in August 1997.,Prince Charles and Princess Diana got married in August 1997.,NO
To avoid further price-gouging Norway's Ministry of Government Administration announced that it was freezing prices on lodging food and beverages in the Lillehammer area during the Winter Olympics.,Norway hosted the Winter Olympic Games.,YES
The Hotel Moulin de Paris in 2.5km away from Disneyland Paris and is located in the charming city of Magny-Le-Hongre.,EuroDisney is located in the charming city of Magny-Le-Hongre.,NO
The county Board of Supervisors accepted more than $700,000 in state grants Tuesday to extend a program that provides the controversial drug azidothymidine -- AZT -- to low-income residents with AIDS or AIDS-related illnesses.,AZT is an AIDS treatment.,YES
Now it's Romania-Argentina at the Rose Bowl today -- and with a victory it's on to the quarterfinals at Stanford and a victory there and Romania will be back in Pasadena for the semifinals and World Cup final.,The World Cup final was held in Pasadena.,YES
Jacqueline B. Wender is Assistant to the President of Stanford University.,Jacqueline B. Wender is the President of Stanford University.,NO
For hundreds of family members holed up in a hotel not far from the Stockholm ferry terminal where the boat Estonia was to have docked Wednesday morning after an overnight trip from the Estonian capital of Tallinn the suspended rescue effort was just the latest in a day of heartbreaking reports.,The Estonia set sail from Tallinn.,YES
A remastered version of Paramount's Breakfast at Tiffany’s starring Audrey Hepburn is scheduled for release Nov. 2 at $40.,Audrey Hepburn starred in Breakfast at Tiffany's.,YES
The main race track in Qatar is located in Shahaniya on the Dukhan Road.,Qatar is located in Shahaniya.,NO
Yoko Ono widow of murdered Beatles star John Lennon has plastered the small German town of Langenhagen with backsides.,Yoko Ono was John Lennon's wife.,YES
Practically every architect of international stature has vied for the bonanza of public and private projects -- including Renzo Piano Peter Eisenman Philip Johnson Rafael Moneo Helmut Jahn and Richard Rogers.,Renzo Piano is an architect.,YES
There are more than 4,000 street children in the capital city of Ulan Bator.,The population of Ulan Bator is 4,000.,NO
Twelve of Jupiter's moons are relatively small and seem to have been more likely captured than to have been formed in orbit around Jupiter.,Jupiter has Twelve moons.,UNKNOWN
In 1932 he joined the then illegal Communist party and held high government and party posts from 1942 becoming home secretary in 1948 when the Communist party took control in Hungary.,Communist control in Hungary ended in 1948.,NO
The tallest building in Tokyo and the second tallest building in Japan the TMGO was conceived as a high-tech center from which Tokyo could be led into the promising twenty-first century.,TMGO is the tallest building in Japan.,NO
Grieving father Christopher Yavelow hopes to deliver one million letters to the queen of Holland to bring his children home.,Christopher Yavelow is the queen of Holland.,NO
How come a country (Vatican City) a so-called country that is in essence 800 square acres of office space in the middle of Rome that has a citizenry that excludes women and children seems to attract the most attention in talking about public policy that deals with women and children? she demanded.,The Vatican City is in Rome.,YES
Protest votes as citizens of the 25 EU nations punished their governments.,The European Union is made up of 25 nations.,YES
Merrill Lynch & Co. and Smith Barney now a unit of Citigroup in 1998 settled discrimination cases involving hundreds of female employees.,Merrill Lynch & Co. and Smith Barney are now a unit of Citigroup.,YES
A second man aged 24 technically freed yesterday was bailed after being questioned over alleged forged identity documents but has been further detained on immigration matters a spokesman for Scotland Yard said.,A spokesman for Scotland Yard was freed yesterday.,UNKNOWN
U.S. light crude was trading erratically on the New York Mercantile Exchange hitting $44.50 a barrel before easing back a bit to $44.10 still a gain of $1.27.,The U.S. light crude is $1.27 a barrel.,NO
A rocket attack killed two Israelis including a 3-year-old boy.,A three-year-old was killed in a rocket attack.,YES
It found that binge drinking in women aged 18 to 44 increased in the United States by 13 percent between 1999 and 2002.,Female binge drinking rose 13 percent in three years.,YES
Two bombs planted near an Islamic school in Pakistan killed eight people and injured 42 others yesterday in the latest outbreak of violence gripping the southern port of Karachi.,Eight people planted two bombs near an Islamic school in Pakistan.,UNKNOWN
Harvey Weinstein the co-chairman of Miramax who was instrumental in popularizing both independent and foreign films with broad audiences agrees.,Harvey Weinstein is the co-chairman of Miramax.,YES
On opening day Salesforce.com's stock was up $6.20 to $17.20 a 56.4% increase over the initial offering price of $11.,Opening day of the stock of Salesforce.com rose 56.4% over the initial offering price.,YES
Even though the rug was ripped out from under Lollapalooza this week Jane's Addiction frontman Perry Farrell is optimistic that the eclectic music festival he co-founded in 1991 will resurface and it might be sooner than you think.,Perry Farrel hopes to found another music festival.,UNKNOWN
Ahern who was travelling to Tokyo for an EU-Japan summit yesterday will consult with other EU leaders by telephone later this week in an effort to find an agreed candidate.,A summit between Europe and Japan is taking place in the Japanise capital.,YES
After giving nearly 5,000 people a second chance at life doctors are celebrating the 25th anniversary of Britian's first heart transplant which was performed at Cambridgeshire's Papworth Hospital in 1979.,The first heart transplant in Britian was performed in 1979.,YES
More than 150 dolphins marine turtles and beaked whales have been washed up dead on beaches in Africa.,Dead dolphins turtles and whales have been found on African beaches.,YES
The so-called grandmother hypothesis based on studies of African hunter-gatherer groups suggests that infertile women are vital for successful child-rearing despite being unable to produce children themselves.,The grandmother hypothesis suggests that infertile women are very important for raising children.,YES
The kidnappers want the Kuwaiti firm that employs the men to stop doing business in Iraq and to pay compensation to the victims of U.S. strikes in Falluja.,The kidnappers paid compensation to the victims of the U.S.,NO
Protest votes as citizens of the 25 EU nations punished their governments for everything from high unemployment to involvement in Iraq.,EU nations' citizens protest against punishment for unemployment.,UNKNOWN
Wal-Mart has received a lot of negative publicity recently including allegations that it used illegal workers and made employees work without pay during lunch breaks as well as complaints that it generally underpays employees.,Wal-Mart complains about negative publicity.,UNKNOWN
Following the assassination attempt in 1981 Reagan said he felt God had spared him for a purpose and he intended to devote the rest of his life in dedication to his God and to that purpose.,Regan was almost assassinated in 1981.,YES
Abu Eisa al-Hindi was said to have been involved in a plot to attack Heathrow airport details of which were allegedly discovered on the computer of Abu Eisa al-Hindi 25 an al-Qa'ida suspect recently arrested in Pakistan.,Abu Eisa al-Hindi is the father of Abu Eisa al-Hindi.,UNKNOWN
AT&T Corp. says it will stop selling traditional local and long-distance residential service in seven states blaming its move on a court decision that it says will result in higher prices for its use of regional networks.,AT&T blames a court decision that will cause higher prices.,YES
Infertile women are vital for successful child-rearing despite being unable to produce children themselves.,Infertile women cannot produce children.,YES
The so-called grandmother hypothesis based on studies of African hunter-gatherer groups suggests that infertile women are vital for successful child-rearing despite being unable to produce children themselves.,Infertile women are vital for successful child-rearing according to the grandmother hypothesis.,YES
Cool humid weather Sunday helped slow the advance of a fire that caused the evacuation of hundreds of homes and businesses in Alaska's Interior.,There was a fire in Alaska.,YES
The Securities and Exchange Commission's new rule to beef up the independence of mutual fund boards represents an industry defeat.,The SEC's new rule will give boards independence.,YES
Oil prices edged up today as Norwegian employers said they would respond to a strike by locking out all workers next week threatening to shut off almost all oil and gas output.,Norwegian employers caused oil prices to rise.,YES
Startling new research into mobile phones claims they may reduce a man's sperm count by up to 30%.,Male fertility may be affected by use of a mobile phones.,YES
Ahern who was travelling to Tokyo for an EU-Japan summit yesterday will consult with other EU leaders by telephone later this week in an effort to find an agreed candidate to presidency of the European commission.,EU leaders found an agreement about a candidate to the post of European commission president.,NO
Saginaw police responded to a domestic violence complaint at the wrong house and ended up shooting the owners' dog.,Saginaw police mistakenly went to the wrong house in response to a complaint.,YES
President Bush returned to the Mountain State to celebrate Independence Day telling a spirited crowd yesterday that on its 228th birthday the nation is moving forward with confidence and strength.,Independence Day was a popular movie.,UNKNOWN
Medicare will select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.,Medicare will choose 10 percent of applicants to receive benefits by Aug. 16.,NO
The terrorist is suspected of being behind several deadly kidnappings and dozens of suicide attacks in Iraq.,The terrorist may have caused suicide attacks and kidnappings.,YES
Toshiba has produced a fuel cell with no moving parts.,Toshiba has no moving parts.,UNKNOWN
Speaking outside the hospital moments after getting her child back Ciancio said she was confident all along that the baby would be found.,Ciancio was hospitalized for speaking to the baby.,UNKNOWN
The SEC's new rule to beef up the independence of mutual fund boards represents an industry defeat.,Industries were defeated by the SEC.,UNKNOWN
Political leaders pledged that construction of the so-called Freedom Tower -- which will rise 1,776 feet into the air and be the world's tallest building -- will be finished on schedule by the end of 2008.,The Freedom Tower will be the world's tallest building.,YES
Wal-Mart Stores has asked a US federal appeals court to review a judge's order approving class-action status for a sex-discrimination lawsuit.,The judge approves of sex-discrimination.,NO
Protest votes as citizens of the 25 EU nations punished their governments for everything from high unemployment to involvement in Iraq.,Citizens of the 25 EU nations are punished by their governments for everything.,UNKNOWN
The nine men aged between 19 and 32 are being held at Paddington Green high security police station in central London.,between 19 and 32 men are being held at Paddington Green high security police station in central London.,NO
The Arabic-language television network Al-Jazeera reports it has received a statement and a videotape from militants.,Al-Jazeera is an Arabic-language television network.,YES
Wal-Mart Stores has asked a US federal appeals court to review a judge's order approving class-action status for a sex-discrimination lawsuit.,A lawsuit was filed against Wal-Mart.,YES
Jessica Litman a law professor at Michigan's Wayne State University has specialized in copyright law and Internet law for more than 20 years.,Jessica Litman is a law professor.,YES
Ralph Fiennes who has played memorable villains in such films as 'Red Dragon' and 'Schindler's List,' is to portray Voldemort the wicked warlock in the next Harry Potter movie.,Ralph Fiennes will play Harry Potter in the next movie.,NO
One of two men released early on Saturday Mohammed Dawoud 19 of Willesden north-west London will appear before Horseferry Road magistrates' court today charged with possession of forged identity documents police said.,Willesden will appear before Horseferry Road magistrates' court today.,UNKNOWN
Scotland Yard has been granted two more days to question nine of the 13 men arrested in co-ordinated anti-terrorism raids across the country last Tuesday.,13 men killed in co-ordinated anti-terrorism raids across the country last Tuesday.,UNKNOWN
Suncreams designed for children could offer less protection than they claim on the bottle.,Suncreams designed for children protect at the level they advertise.,NO
Medicare will begin paying later this year for certain oral cancer drugs and intravenous drugs that can be self-administered under a $500 million demonstration project unveiled yesterday.,Medicare will start paying users $500 million.,UNKNOWN
One of the dead was a child passing by with his parents said Iqrar Abbasi a doctor at Civil Hospital Karachi.,A doctor was killed by his parents.,UNKNOWN
Time Warner is the world's largest media and Internet company.,Time Warner is the world's largest company.,UNKNOWN
After watching fireworks yesterday evening in Cedar Rapids Kerry went to his wife's suburban Pittsburgh farm where he was expected to hold a barbecue for supporters this afternoon.,Kerry watched fireworks.,YES
Vice President Dick Cheney on Tuesday hurled an obscenity on the Senate floor to punctuate an angry exchange with Vermont Sen. Patrick Leahy as all senators gathered for their annual photo.,Cheney cursed at Sen. Patrick Leahy.,YES
Chancellor Schroeder has presided over three years of almost zero growth in the economy and an unemployment rate that has remained stubbornly above four million people.,More than four million people have remained stubbornly unemployed in the last three years.,UNKNOWN
Two bombs planted near an Islamic school in Pakistan killed eight people and injured 42 others yesterday in the latest outbreak of violence gripping the southern port of Karachi.,42 people killed in Karachi bomb attack.,NO
ECB spokeswoman Regina Schueller declined to comment on a report in Italy's La Repubblica newspaper that the ECB council will discuss Mr. Fazio's role in the takeover fight at its Sept. 15 meeting.,Regina Shueller works for Italy's La Repubblica newspaper.,NO
Meanwhile in an exclusive interview with a TIME journalist the first one-on-one session given to a Western print publication since his election as president of Iran earlier this year Ahmadinejad attacked the threat to bring the issue of Iran's nuclear activity to the UN Security Council by the US France Britain and Germany.,Ahmedinejad was attacked by the US France Britain and Germany.,UNKNOWN
The chaotic situation unleashed in Bogota last night with the assasination of Justice Carlos Valencia began on 28 July in Medellin when motorized paid assasins murdered third public order Judge Maria Elena Diaz.,Justice Carlos Valencia was killed on 28 July.,NO
He met U.S. President George W. Bush in Washington and British Prime Minister Tony Blair in London.,Washington is part of London.,UNKNOWN
Sunday's earthquake was felt in the southern Indian city of Madras on the mainland as well as other parts of south India. The Naval meteorological office in Port Blair said it was the second biggest aftershock after the Dec. 26 earthquake.,The city of Madras is located in Southern India.,YES
A powerful bomb hidden in a truck exploded outside the headquarters of Colombia's secret police Wednesday causing severe damage Bogota mayor Andres Pastrana said.,An attempt on Andres Pastrana's life was carried out using a powerful bomb.,UNKNOWN
Muslims make up some 3.2 million of Germany's 82 million people and Turks represent two thirds of the minority.,82 million people live in Germany.,YES
A.C. Milan is in second place with 13 points after two first-half goals from captain Paolo Maldini earned them a 2-1 victory over Reggina.,Paolo Maldini plays for Reggina.,NO
On 12 August the San Carlos Battalion came across mines placed in their path and one soldier was killed while two were seriously injured. Meanwhile on 10 August urban commandos took a patrol car by surprise and dropped a grenade inside the car injuring four and partially destroying the vehicle.,Four people were injured by a grenade.,YES
During that time Wilson received the best-play Tony Award for Fences plus best-play Tony nominations for six of his other plays the Pulitzer Prize for both Fences and The Piano Lesson and (a record) seven New York Drama Critics' Circle prizes.,Wilson was awarded the Pulitzer Prize.,YES
Muslims make up some 3.2 million of Germany's 82 million people and Turks represent two thirds of the minority.,3.2 million Muslims live in Germany.,YES
The capacity people have to adjust and make peace with a new situation even if they feel vulnerable is really remarkable said Randy Quevillon chair of the psychology department and the Disaster Mental Health Institute at the University of South Dakota.,Randy Quevillon is employed at the University of South Dakota.,YES
Meanwhile in an exclusive interview with a TIME journalist the first one-on-one session given to a Western print publication since his election as president of Iran earlier this year Ahmadinejad attacked the threat to bring the issue of Iran's nuclear activity to the UN Security Council by the US France Britain and Germany.,Ahmadinejad attacked the UN Security Council.,NO
Arsenal sneaked a 1-0 victory over Birmingham at Highbury taking advantage of Stephen Clemence's own-goal in the 81st minute.,Arsenal lost to Birmingham.,NO
On 12 August the San Carlos Battalion came across mines placed in their path and one soldier was killed while two were seriously injured. Meanwhile on 10 August urban commandos took a patrol car by surprise and dropped a grenade inside the car injuring four and partially destroying the vehicle.,A patrol car was attacked by the San Carlos Battalion.,NO
Bogota 4 May 88 - The dissemination of a document questioning Colombia's oil policy is reportedly the aim of the publicity stunt carried out by the pro-Castro Army Of National Liberation which kidnapped several honorary consuls newsmen and political leaders.,Several honorary consuls were kidnapped on 4 May 88.,UNKNOWN
The FMLN has prudently taken time before adopting a definite position meanwhile the government has increased its detentions and attacked the residences of leaders of the Social Christian People's Movement.,Social Christian People's Movement was attacked by FMLN.,UNKNOWN
A force majeure is an act of God said attorney Phil Wittmann who represents the New Orleans Saints and owner Tom Benson's local interests.,Phil Wittmann works for Tom Benson.,YES
Co-producing the film is Happy Madison the company owned by Sandler who has been a compatriot of Schneider's since they met early in their careers as mutually struggling stand-up comedians in Los Angeles.,Happy Madison works for the company owned by Sandler.,NO
Although they were born on different planets Oscar-winning actor Nicolas Cage's new son and Superman have something in common - both were named Kal-el.,Nicolas Cage's son is called Kal-el.,YES
With Washington hinting it might soften its tough stance to break the deadlock top US negotiator Christopher Hill said the two sides needed to review the situation.,Christopher Hill works for the US. ,YES
Jean-Claude Trichet the European Central Bank president made it clear on Wednesday that he would oppose unwarranted political attempts to remove Antonio Fazio: the Bank of Italy governor engulfed in controversy over his handling of bank takeover bids.,Antonio Fazio works for the Bank of Italy.,YES
The assassins of former Defense Minister Enrique Lopez Albujar Trint are presumably members of the Maoist terrorist organization Shining Path since the counterterrorism division has identified one of them as Gerardo Olivos Silva through a composite made from witness' reports.,Gerardo Olivos Silva is a member of the Maoist terrorist organization Shining Path.,YES
Linda Johnson who lives with her husband Charles and two cats in a rented one-bedroom apartment in San Francisco's Mission District said Katrina has made her realize she needs to gather together in one accessible place her scattered disaster supplies.,Linda Johnson is married to Charles.,YES
Mexico City (Mexico) 12 Jan 90 (DPA) - Salvadoran Social Democratic politician Hector Oqueli Colindres was kidnapped today in Guatemala city along with Guatemalan Social Democratic leader Gilda Flores his party in Mexico City reported.,Hector Oqueli Colindres comes from El Salvador.,YES
From Joss Stone to Keith Richards to Sting the artists joining Les on the rock-charged album share one clear common bond: Les Paul is one of their most respected and beloved mentors.,Eric Clapton is in business with Les Paul.,UNKNOWN
Japan's Toshiba Corp. announced Tuesday that it has developed the first laptop computer with its new HD DVD drive: a next-generation disc format it is promoting over a rival standard pushed by Sony Corp.,Toshiba Corp.'s headquarters is in Japan.,YES
Tilda Swinton has a prominent role as the White Witch in The Chronicles of Narnia: The Lion The Witch and The Wardrobe coming out in December.,Tilda Swinton plays the part of the White Witch.,YES
Patricia Amy Messier and Eugene W. Weaver were married May 28 at St. Clare Roman Catholic Church in North Palm Beach.,Eugene W. Weaver is the husband of Patricia Amy.,YES
FMLN reports to our people and to the people of the world that the massacre against the Salvadoran Workers National Union Federation [Fenastras] was carried out by Colonel Elena Fuente as the head of the morbid death squad of the army's 1st Infantry Brigade in response to our military attack on the army staff.,Fenastras was attacked by FMLN.,UNKNOWN
Two new Les Paul books arrive in stores this year: The Les Paul Legacy by Rob Lawrence is due from Hal Leonard Publishing on October 27.,Rob Lawrence works for The Les Paul Legacy.,NO
Farabundo Marti National Liberation Front's [FMLN] urban commandos have denied reports they participated in an attack on vice president-elect Francisco Merino's home.,Farabundo Marti National Liberation Front is accused of an attack on Merino's home.,YES
The human rights promotion and protection secretariat of the FMLN strongly condemns the massacre of five Spanish-born Jesuit priests and three Salvadoran citizens carried out by the Salvadoran Armed Forces Soldiers.,The Salvadoran Armed Forces Soldiers murdered three Salvadoran citizens.,YES
Jack Straw the Foreign Secretary will meet his Brazilian counterpart Celso Amorim in London today.,Jack Straw is a partner of Celso Amorim.,UNKNOWN
The watchdog International Atomic Energy Agency meets in Vienna on September 19.,The International Atomic Energy Agency holds a meeting in Vienna.,YES
Police sources stated that during the bomb attack involving the Shining Path two people were injured.,Two people were wounded by a bomb.,YES
Although they were born on different planets Oscar-winning actor Nicolas Cage's new son and Superman have something in common - both were named Kal-el.,Nicolas Cage's new son was awarded an Oscar.,UNKNOWN
Olson 62 previously worked as a partner at Ernst & Young LLP as a Minnesota bank president and as a congressional aide before joining the Fed board in 2001 to serve a term ending in 2010.,Olson is a member of the Fed board.,YES
Valero Energy Corp. on Monday said it found extensive additional damage at its 250,000-barrel-per-day Port Arthur refinery.,Valero Energy Corp. is the owner of Port Arthur refinery.,YES
He said that his daughter was told that Clark had been cited to General Sessions Court.,Clark is employed at General Sessions Court.,UNKNOWN
Although Schneider's father Marvin died of complications from diabetes only two weeks after Deuce Bigalow was released his Filipino mother Pilar continues to live in Pacifica.,Pilar is the mother of Schneider.,YES
Meanwhile in an exclusive interview with a TIME journalist the first one-on-one session given to a Western print publication since his election as president of Iran earlier this year Ahmadinejad attacked the threat to bring the issue of Iran's nuclear activity to the UN Security Council by the US France Britain and Germany.,Ahmadinejad is a TIME magazine journalist.,NO
Hinostroza's children told police that four hooded individuals broke into the house and shot their mother after having insulted her.,Hinostroza's children attaked their mother with a gun.,UNKNOWN
Valero Energy Corp. on Monday said it found extensive additional damage at its 250,000-barrel-per-day Port Arthur refinery.,Valero Energy Corp. caused damages to Port Arthur refinery. ,UNKNOWN
Steve Jobs was attacked by Sculley and other Apple executives for not delivering enough hot new products and resigned from the company a few weeks later.,Steve Jobs worked for Apple.,YES
The memo written by Marc Allen Connelly (who was general counsel to the funeral services commission at the time) and sent to Dick McNeil (the Bush-appointed chairman of the funeral commission) stated that Connelly received information from Texas state officials that two of the funeral commissioners worked for SCI.,Dick McNeil was an employee of Bush.,UNKNOWN
A Russian Soyuz spacecraft docked with the International Space Station after a two-day flight from the Baikonur Cosmodrome in Kazakhstan.,Soyuz spacecraft were built by Russia.,YES
But according to Dr. Williams other members of the panel have championed other ideas for example that planets should be larger than 2,000 kilometers (or about 1,250 miles) in diameter (Pluto is about 1,500 miles).,The diameter of Pluto measures 1,500 miles.,YES
An Afghan interpreter employed by the United States was also wounded.,An interpreter worked for Afghanistan.,NO
The chaotic situation unleashed in Bogota last night with the assasination of Justice Carlos Valencia began on the 28th of July in Medellin when motorized paid assasins murdered third public order Judge Maria Elena Diaz.,Justice Carlos Valencia was killed in Colombia.,YES
Fernandez of FEMA was on scene when Martin arrived at a FEMA base camp before going to the hospital.,Fernandez works for FEMA.,YES
As a result peptic ulcer disease has been transformed from a chronic frequently disabling condition to one that can be cured by a short regimen of antibiotics and other medicines.,Antibiotics are used against peptic ulcer.,YES
Alan Mulally Boeing's head of the unit said at the start of the strike that it may cause delivery delays that would give Airbus SAS an advantage in what is the strongest commercial aircraft market in five years.,Boeing is a subsidiary of Airbus SAS.,NO
Oqueli was to fly to Nicaragua to join an international Socialist delegation which will observe the Nicaraguan electoral campaign.,Oqueli was a member of the Socialist party.,YES
Earlier this year 78 local state and federal agencies took part in a chemical attack drill called Rotunda Thunda at the Las Vegas Convention Center and the Strip.,A chemical attack took place at the Las Vegas Convention Center and the Strip. ,UNKNOWN
The National Assn. of Realtors reported that sales of existing homes had shot up to an annual rate of 7.29 million in August 7.8% higher than a year earlier.,Sales of existing homes raised 7.8%.,YES
Two persons were injured in dynamite attacks perpetrated this evening against two bank branches in this northwestern Colombian city.,Two bank branches were attacked with dynamite.,YES
The biopic of wannabe actor Johnny Stompanato may be directed by Adrian Lyne of Fatal Attraction and Indecent Proposal fame.,Johnny Stomponato starred in Fatal Attraction.,UNKNOWN
Cage is a big fan of Superman (who was born on the fictional planet Krypton) and was to play the role in a film planned for the 1990s that never came to be.,Cage played Superman.,NO
Gen. Maza Marquez said that the fact that a payment is being offered for the capture of Pablo Escobar does not mean that other persons accused of being capos of the mafia are not being sought and that if anyone being held in connection with the investigation of the killing of Luis Carlos Galan is released that does not mean that the investigations are not proceeding well.,Luis was killed by the capos of the mafia. ,UNKNOWN
Second-half goals from Danny Mills and Darius Vassell lifted Manchester City to a 2-0 victory over Everton.,Manchester was beaten by Everton.,NO
The memo written by Marc Allen Connelly (who was general counsel to the funeral services commission at the time) and sent to Dick McNeil (the Bush-appointed chairman of the funeral commission) stated that Connelly received information from Texas state officials that two of the funeral commissioners worked for SCI.,Marc Allen Connelly worked for SCI.,UNKNOWN
Speaking of Jean Charles de Menezes who was chased by armed officers into the station and shot five times at close range his cousin Alex Pereira hinted today that his family would sue Scotland Yard over the killing.,Jean Charles de Menezes is related to Alex Pereira.,YES
Thanks to the recent acquisition of J.D. Edwards Oracle will soon be able to run JDE apps on its Fusion Middleware platform too.,J.D.E. is the owner of Oracle.,NO
Nancy Vine who sells tickets at the Big Sky drive-in seven nights a week is a daughter of Donald and Dorothy LeGros - part of the extended family that operates the drive-in.,Nancy Vine is in business with Donald and Dorothy LeGros.,YES
Helena Brighton an attorney for Eliza May who served as executive director of the Texas Funeral Services Commission -the state agency that regulates the funeral business- claimed that she was fired from her state job because she raised questions about SCI.,Eliza May hired Helena Brighton.,YES
The evidence for the continuing accretion of gas by the Milky Way involves high-velocity clouds or HVCs--mysterious clumps of hydrogen moving rapidly through the outer regions of the galaxy.,High-velocity clouds are made up of hydrogen.,YES
Despite the turmoil in Israeli society there is little doubt that Prime Minister Ariel Sharon will pull the nearly 9,000 Israeli settlers out of Gaza now a closed military zone.,9,000 settlers are employed by Israel.,UNKNOWN
BAGHDAD Iraq (CNN) - Australian Prime Minister John Howard has made an unannounced visit to Iraq according to the office of Iraqi transitional Prime Minister Ibrahim al-Jaafari. ,Howard is a political representative of Australia.,YES
Earlier this year Kai-Uwe Ricke chief executive of Deutsche Telekom floated the possibility that T-Mobile USA might be sold.,Deutsche Telekom sold T-Mobile USA.,UNKNOWN
Martin was given water to drink then taken to New Orleans Ochsner Foundation Hospital where nurse Jinny Resor said he was treated for dehydration.,Ochsner Foundation Hospital is located in New Orleans.,YES
Nelson Beavers is a co-owner of the current company Carolina Analytical Laboratories LLC. and has ownership/employment history with Woodson-Tenent and Eurofin.,Nelson Beaver is staff at Carolina Analytical Laboratories.,UNKNOWN
The Bulls agreed to trade center Eddy Curry to the New York Knicks on Monday.,Eddy Curry was acquired by the Bulls.,UNKNOWN
Microsoft Corp. and Intel Corp. on Monday threw their weight behind the next-generation HD DVD format being promoted by Toshiba Corp. in a blow to Sony Corp.'s Blu-ray format.,Microsoft Corp. is a competitor of Toshiba Corp.,UNKNOWN
Ministers of the Association of Southeast Asian Nations ASEAN are gathering in Laos to discuss topics ranging from terrorism and economic integration to non-aggression treaties with several regional neighbors.,Ministers of the Association of Southeast Asian Nations work for ASEAN.,UNKNOWN
He also developed a breath test that could detect sulfur compounds emitted from the H. pylori.,The H. pylori produces sulphur compounds.,YES
Jean-Claude Trichet the European Central Bank president made it clear on Wednesday that he would oppose unwarranted political attempts to remove Antonio Fazio: the Bank of Italy governor engulfed in controversy over his handling of bank takeover bids.,Antonio Fazio is subordinate to Jean-Claude Trichet.,UNKNOWN
Kaspars Ruklis press official at the United States Embassy told the Baltic News Service that Mrs. Bush chose to visit Latvia's Occupation.,Kaspars Ruklis works for the United States Embassy.,YES
Meanwhile in an exclusive interview with a TIME journalist the first one-on-one session given to a Western print publication since his election as president of Iran earlier this year Ahmadinejad attacked the threat to bring the issue of Iran's nuclear activity to the UN Security Council by the US France Britain and Germany.,Ahmadinejad is a citizen of Iran.,YES
A.C. Milan is in second place with 13 points after two first-half goals from captain Paolo Maldini earned them a 2-1 victory over Reggina.,A.C. Milan lost to Reggina.,NO
After the press conference I met up with a Microsoft guy John Traynor: senior director of segment marketing for the mobile devices division.,John Traynor is an executive of Microsoft.,YES
South African President Thabo Mbeki the main mediator in Cote d'Ivoire's peace process said on Sunday that Pretoria is heightening its intervention in the West African nation in order to pave the way for elections later this year.,Thabo Mbeki is a citizen of Cote d'Ivoire.,NO
An investigation has found that Unity Party presidential candidate Mrs. Ellen Johnson-Sirleaf United Democratic standard bearer Charles Brumskine and Liberian National Union standard bearer John Morlue have been in the position of U.S. permanent residency or green card.,Mrs. Ellen Johnson-Sirleaf is the leader of Unity party.,UNKNOWN
Kevin Whitaker who heads the Cuban affairs office at the Department of State spoke with Lazo on two occasions about the effort to give his sons visas.,Kevin Whitaker is a manager of the Department of State.,YES
For Bechtolsheim who designed the prototype for the first Sun workstation while he was a Birkenstock-shod Stanford University graduate student in 1982 the new line of computers code named Galaxy is a return to the company's roots.,The Sun workstation was created by Bechtlsheim.,YES
The dual citizenship debate has been a major distraction for the Weah campaign and many of his opponents have been secretly advocating against his presence in the race.,Weah does business with his opponents.,UNKNOWN
Craig Conway fired as PeopleSoft's chief executive officer before the company was bought by Oracle was in England last week.,Craig Conway works for Oracle.,UNKNOWN
Around 50 million years ago in contrast oxygen levels in the atmosphere measured 23 percent--2 percent higher than today.,23% of the atmosphere is made up by oxygen.,NO
The three drive-ins nearest to Madison all less than an hour's drive are: Big Sky Twin Drive-In Theatres in Wisconsin Dells Highway 18 Outdoor Theatre near Jefferson and Sky-Vu Drive-In near Monroe.,Highway 18 Outdoor Theatre is located in Wisconsin Dells.,NO
